norm_ph,norm_N,norm_p,norm_k,norm_Carbon,norm_agd,norm_potential,norm_MayRain,norm_JuneRain,norm_July1Rain,norm_July2Rain,norm_AugRain,norm_PreRain,norm_Planting_den,norm_SoyFac,actualYield
double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,out
0.722222,0.9,0.400508,0.522798,0.604,0.416438,0.9,0.231818,0.25514,0.587243,0.175703,0.1,0.811564,0.9,0.1,0.404972
0.811111,0.633333,0.319289,0.290674,0.572,0.416438,0.9,0.231818,0.25514,0.587243,0.175703,0.1,0.811564,0.9,0.1,0.462431
0.811111,0.1,0.380203,0.415026,0.532,0.416438,0.9,0.231818,0.25514,0.587243,0.175703,0.1,0.811564,0.5,0.1,0.290055
0.722222,0.1,0.453299,0.448187,0.5,0.416438,0.9,0.231818,0.25514,0.587243,0.175703,0.1,0.811564,0.3,0.1,0.214917
0.322222,0.1,0.148731,0.356995,0.58,0.291096,0.9,0.781818,0.363551,0.225103,0.195141,0.280418,0.501426,0.1,0.1,0.298895
0.633333,0.633333,0.319289,0.290674,0.532,0.291096,0.9,0.781818,0.363551,0.225103,0.195141,0.280418,0.501426,0.9,0.1,0.696685
0.322222,0.1,0.120305,0.224352,0.772,0.291096,0.9,0.781818,0.363551,0.225103,0.195141,0.280418,0.501426,0.1,0.1,0.272376
0.233333,0.1,0.152792,0.257513,0.62,0.291096,0.9,0.781818,0.363551,0.225103,0.195141,0.280418,0.501426,0.1,0.1,0.347514
0.811111,0.633333,0.319289,0.290674,0.58,0.291096,0.9,0.781818,0.363551,0.225103,0.195141,0.280418,0.501426,0.9,0.1,0.740884
0.811111,0.1,0.380203,0.415026,0.66,0.291096,0.9,0.781818,0.363551,0.225103,0.195141,0.280418,0.501426,0.5,0.1,0.577348
0.722222,0.1,0.453299,0.448187,0.604,0.291096,0.9,0.781818,0.363551,0.225103,0.195141,0.280418,0.501426,0.3,0.1,0.51105
0.322222,0.1,0.148731,0.356995,0.716,0.332877,0.9,0.345455,0.279439,0.36118,0.1,0.849835,0.399949,0.1,0.1,0.197238
0.633333,0.633333,0.319289,0.290674,0.652,0.332877,0.9,0.345455,0.279439,0.36118,0.1,0.849835,0.399949,0.9,0.1,0.683425
0.322222,0.1,0.120305,0.224352,0.74,0.332877,0.9,0.345455,0.279439,0.36118,0.1,0.849835,0.399949,0.1,0.1,0.259116
0.233333,0.1,0.152792,0.257513,0.636,0.332877,0.9,0.345455,0.279439,0.36118,0.1,0.849835,0.399949,0.1,0.1,0.307735
0.722222,0.9,0.400508,0.522798,0.612,0.332877,0.9,0.345455,0.279439,0.36118,0.1,0.849835,0.399949,0.9,0.1,0.643646
0.811111,0.633333,0.319289,0.290674,0.644,0.332877,0.9,0.345455,0.279439,0.36118,0.1,0.849835,0.399949,0.9,0.1,0.771823
0.811111,0.1,0.380203,0.415026,0.7,0.332877,0.9,0.345455,0.279439,0.36118,0.1,0.849835,0.399949,0.5,0.1,0.351934
0.418196,0.1,0.164975,0.199482,0.217259,0.386986,0.796561,0.313636,0.9,0.5631,0.9,0.549725,0.74921,0.3,0.9,0.391713
0.549597,0.633333,0.335533,0.539378,0.242545,0.386986,0.796561,0.313636,0.9,0.5631,0.9,0.549725,0.74921,0.9,0.9,0.842541
0.330596,0.1,0.116244,0.182902,0.236224,0.386986,0.796561,0.313636,0.9,0.5631,0.9,0.549725,0.74921,0.3,0.9,0.369613
0.242995,0.1,0.116244,0.191192,0.356336,0.386986,0.796561,0.313636,0.9,0.5631,0.9,0.549725,0.74921,0.3,0.9,0.334254
0.593398,0.9,0.558883,0.663731,0.248867,0.386986,0.796561,0.313636,0.9,0.5631,0.9,0.549725,0.74921,0.9,0.9,0.877901
0.724799,0.1,0.258376,0.323834,0.470126,0.386986,0.796561,0.313636,0.9,0.5631,0.9,0.549725,0.74921,0.5,0.9,0.49779
0.593398,0.1,0.250254,0.390155,0.615524,0.386986,0.796561,0.313636,0.9,0.5631,0.9,0.549725,0.74921,0.3,0.9,0.435912
