81mbrvdc
        12
x
y
wv
wd
wc
wvm
wdm
cv
cd
cc
cvm
cdm
        11.111         11.111        1.25014        0.48385       68.45483       1.244054       0.481495        1.32432        0.42083       72.71486       1.480751       0.470539
        33.333         11.111        1.18213        0.31455       71.00748       1.220242       0.324691        1.05877        0.29824       69.06534       1.124418       0.316732
        55.556         11.111        1.13317        0.11579       53.39584       0.879587       0.089878        1.05297        0.02364       48.53751       0.785886       0.017644
        77.778         11.111        1.06891        0.09393       59.15149       0.919144       0.080769        1.02896        0.06623       55.87305        0.88403       0.056901
           100         11.111        1.13578        0.22187       74.59794       1.231679       0.240603        1.12064        0.17604       69.69961       1.201054       0.188672
        122.222         11.111        1.12513         0.1023       56.83744       0.929638       0.084525        1.07475          0.288       52.66125       0.870291       0.233211
        144.444         11.111         1.1855        0.11922         67.679       1.166358       0.117295        1.25121          0.288       64.88536       1.248369       0.287346
        166.667         11.111        1.22399        0.25315       64.76108       1.152308       0.238324        1.17758        0.12317       47.19404       0.854562       0.089384
        188.889         11.111        1.19664        0.29363       66.89184       1.163625       0.285529        1.36303        0.27787       78.32705        1.64166       0.334672
         11.111         33.333        1.21182        0.31797       76.87302       1.354218       0.355334        1.34718        0.32532       80.83011       1.674422       0.404343
         33.333         33.333        1.25533        0.30209       75.60179       1.379642       0.332005        1.23558        0.29649       78.47764       1.491018       0.357785
         55.556         33.333        1.21258        0.21419       62.33263       1.098759       0.194085         1.1278        0.12099       53.43785       0.926717       0.099418
         77.778         33.333        1.42553        0.33439       75.10812       1.556466       0.365104        1.41966        0.35809       83.57942       1.824525       0.460212
            100         33.333        1.34785        0.34751       93.56865       1.833363       0.472688        1.28095        0.33321       82.84585       1.631808       0.424478
        122.222         33.333        1.32411        0.28444       63.92839       1.230536       0.264339        1.36204        0.23509        59.7496       1.251385       0.215991
        144.444         33.333        1.30301        0.20661       65.90214       1.248314       0.197937        1.41482        0.04951       54.68275       1.189646        0.04163
        166.667         33.333        1.27094        0.24022        63.4912       1.173046       0.221717        1.35826        0.17562       48.41093       1.011096       0.130732
        188.889         33.333        1.10995        0.30675       78.30536       1.263489       0.349183        1.11877        0.24842       78.69585       1.353813       0.300611
         11.111         55.556        1.19808        0.31052        74.4529       1.296713       0.336084        1.22052        0.25496        59.7699       1.121743       0.234326
         33.333         55.556        1.16175          0.227       72.18955       1.219168       0.238219        1.17809        0.24511       75.49451       1.367603       0.284539
         55.556         55.556        1.17282        0.22525       69.99314       1.193338       0.229191        1.20951        0.20427       67.91705       1.263148       0.213329
         77.778         55.556        1.29349         0.4866       80.27708       1.509493       0.567859        1.32595        0.32204       75.47399        1.53883       0.373743
            100         55.556        1.18813        0.46032       87.74721       1.515562       0.587178         1.2363        0.32334        82.6836       1.571843       0.411098
        122.222         55.556        1.17658        0.16155       68.20651       1.166605        0.16018        1.29893        0.11821       60.11176       1.200636       0.109265
        144.444         55.556        1.19152        0.27153       76.71989        1.32888       0.302832        1.20511        0.20707       73.55949       1.363112       0.234219
        166.667         55.556        1.17032         0.3183       75.30739       1.281205       0.348458        1.25308        0.22294       61.55333       1.186032       0.211011
        188.889         55.556        1.20569        0.56327       82.26493       1.441873       0.673609        1.37633        0.38542       87.75095       1.857122       0.520058
         11.111         77.778        1.16539        0.26054       82.09813       1.390852       0.310945        1.24929        0.24192       77.73072       1.493214       0.289155
         33.333         77.778        1.26959        0.33971       82.61568       1.524764       0.407988        1.40453        0.27706       74.25207       1.603635       0.316336
         55.556         77.778        1.00252        0.12055       52.85592       0.770306       0.092627        1.00265           0.04       50.40688       0.777151       0.031004
         77.778         77.778        1.09898        0.71387       69.65076       1.112736       0.722806        1.07609        0.18929       59.26239       0.980604       0.172494
            100         77.778        1.12114         0.2596       69.33004       1.129946       0.261639        1.13386        0.25045       72.99443       1.272668        0.28111
        122.222         77.778         1.2164        0.32342       66.18134       1.170277       0.311157        1.23937        0.25401       55.65065       1.060565       0.217364
        144.444         77.778        1.25093        0.35743       69.07082       1.256042       0.358891        1.17728        0.39221       58.58457       1.060545        0.35332
        166.667         77.778        1.29452        0.33507        68.9217       1.297004       0.335713        1.22281        0.20872       61.09095       1.148688       0.196068
        188.889         77.778        1.43015        0.60733       91.43365       1.900921       0.807249         1.4517        0.69103       103.5013       2.310408       1.099787
         11.111            100         1.2613        0.30839       72.07437       1.321526       0.323115        1.30461        0.26971       70.77481       1.419794       0.293523
         33.333            100         1.2364        0.34252         76.178       1.369194       0.379308         1.1643        0.57704       94.10558       1.684792       0.835002
         55.556            100        1.17698         0.4286       72.18782       1.235121       0.449772        1.24018        0.46453       78.73508       1.501478       0.562404
         77.778            100        1.20904        0.41866       71.51374       1.256917       0.435239        1.09888         0.5236        76.0955       1.285806       0.612667
            100            100        0.93996        0.53139       61.93241        0.84626       0.478418        1.01905        0.18139       66.38093       1.040171        0.18515
        122.222            100        1.19467        0.26843       71.89411       1.248584       0.280544        1.12736        0.30561       74.89662       1.298347       0.351962
        144.444            100        1.46538        0.51124       76.19883       1.623211       0.566304        1.47684        1.02741       74.05137       1.681638       1.169884
        166.667            100        1.41382        0.30004       72.93811       1.499081       0.318134        1.26728         0.3569       66.38108       1.293549       0.364298
        188.889            100         1.3876        0.40878       74.24607       1.497664       0.441204        1.55522        0.24346       68.65189       1.641763       0.257008
         11.111        122.222        1.23872        0.31185       74.18398       1.335856       0.336304        1.20592        0.31727       75.11088       1.392796       0.366436
         33.333        122.222        1.22533        0.31022       76.36898       1.360337         0.3444        1.23158        0.26102        69.5824       1.317735        0.27928
         55.556        122.222        1.23817        0.32563       74.73039       1.345098       0.353751        1.22563        0.23709       68.91463       1.298784       0.251241
         77.778        122.222        1.38528        0.86323       75.65235       1.523479       0.949348        1.10189        2.07074       69.55097        1.17844       2.214598
            100        122.222        1.16969        0.28405       63.28271        1.07605        0.26131         1.0893        0.34015       63.03174       1.055779       0.329682
        122.222        122.222          1.183         0.4744       58.99459        1.01455       0.406849        1.14477        0.66643       52.74531       0.928471       0.540511
        144.444        122.222        1.31009        0.27608       70.94097        1.35106       0.284714        1.37564        0.18003       61.45714            1.3       0.170131
        166.667        122.222        1.16978        0.23166       68.50307       1.164906       0.230695        1.19064        0.14112       58.87729       1.077939       0.127762
        188.889        122.222        1.22893        0.14392       59.55039       1.063869        0.12459        1.27166        0.07022       51.45445       1.006144       0.055558
         11.111        144.444        1.08051        0.14785       61.10836       0.959856        0.13134         1.0881        0.10677       51.21284       0.856868        0.08408
         33.333        144.444        1.14218        0.14759       59.61711       0.989879        0.12791        1.45144        1.32699       80.22169       1.790428       1.636913
         55.556        144.444        1.12629        0.15142        61.0127       0.998957       0.134301        1.10776        0.18835       53.40601       0.909708       0.154676
         77.778        144.444        1.21726        0.22016       60.44233        1.06955       0.193444        1.18904        0.29238       51.02441       0.932912       0.229399
            100        144.444        1.16759        0.25392       56.23832       0.954551        0.20759        1.09946        0.19102       45.84127       0.775001       0.134649
        122.222        144.444        1.36922        0.24921       58.27309       1.159893       0.211111        1.41561        0.16998       57.20136       1.245134        0.14951
        144.444        144.444        1.34047        0.15522       60.38479       1.176688       0.136255        1.37255        0.10968       58.65405       1.237919       0.098922
        166.667        144.444        1.33485        0.31593       62.13087       1.205637       0.285348        1.40406        0.33499       60.49893       1.306169       0.311635
        188.889        144.444         1.2616        0.26614       64.50904       1.183093       0.249579        1.37543        0.15839        56.3183       1.191116       0.137165
