HYDCOND  OBS				
5				
ID				
X				
Y				
HYDCOND				
HYDCOND RES				
1	-4719	12194	-3	-0.12497
2	2314	14662	-2.9	0.21598
3	2726	26579	-3.3	-0.03209
4	4685	17528	-3.5	-0.01378
5	4762	2959	-3.3	0.28998
6	6395	8140	-2.8	0.39794
7	7002	12377	-5.7	0.27914
8	7384	15476	-3.5	0.16212
9	8910	18483	-4.4	-0.01524
10	8924	12247	-7	-0.95938
11	9566	28180	-3.6	-0.15124
12	10564	16666	-5.7	0.73159
13	10641	13854	-6.5	-0.26934
14	10706	11999	-6.1	0.05221
15	10861	16927	-4.5	0.0154
16	10905	14236	-6.6	-0.32261
17	10944	17747	-4.1	0.4218
18	10966	15168	-6.2	0.13594
19	11491	11549	-6.5	-0.32943
20	11669	15712	-6.1	0.34962
21	11723	15184	-6	0.41295
22	11968	13853	-5.9	0.47178
23	11983	18794	-4	0.69492
24	11996	15458	-6.3	0.1525
25	12010	17024	-7	-0.39627
26	12021	23201	-6.7	-0.35131
27	12029	14395	-4.7	-0.22131
28	12035	16679	-6.5	0.0684
29	12039	16153	-6.4	0.10549
30	12039	16282	-6.2	0.32598
31	12043	15819	-6.6	-0.11148
32	12076	17473	-4.7	-0.02729
33	12226	10966	-6	0.24762
34	12274	1734	-4	-0.22763
35	12814	14216	-5.2	-0.62242
36	12986	17018	-6.8	-0.15139
37	13028	14266	-4.9	-0.28895
38	13253	954	-4.3	-0.51632
39	13503	13833	-4.9	-0.21004
40	13601	12631	-4.3	0.25314
41	13615	15359	-6.8	-0.12631
42	14018	11013	-6.6	-0.1431
43	15203	18302	-6.7	0.02946
44	15323	8952	-6.7	-0.07647
45	19426	22881	-6.8	-0.11078
46	21275	5973	-7.4	-0.01484
-1	10958	990	1	-0.999799026
-2	8900	2440	2	-0.55325587
-3	10600	3160	3	0.998680735
-4	8277	5870	4	0.999862658
-5	4876	11670	5	0.859338792
-6	2578	16930	6	-0.998894217
-7	5499	20530	7	0.8505964
-8	13600	23900	8	0.11791427
-9	9800	24000	9	0.945727887
-10	11740	24610	10	-0.981420784
-11	7223	24690	11	0.749923782
-12	9600	25750	12	-0.587543442
-13	15350	920	13	-2.991981753
-14	17290	960	14	-1.01236306
-15	19900	960	15	2.908405761
-16	18580	1660	16	-1.159981448
-17	21270	1700	17	2.872121879
-18	14560	1790	18	-2.999737813
-19	16260	1960	19	-2.739701431
-20	13070	2320	20	1.493024421
-21	19860	2500	21	2.894259927
-22	17710	2750	22	-2.412711187
-23	14890	2880	23	2.950183961
-24	20980	3270	24	2.868517667
-25	16340	3450	25	-2.894493709
-26	19070	3530	26	-2.398737385
-27	12114	3820	27	2.994010592
-28	13820	3820	28	2.954612429
-29	17790	4270	29	-2.939370154
-30	15020	4410	30	2.947625753
-31	21270	4540	31	-2.90033555
-32	19940	4620	32	-2.900379147
-33	16470	4880	33	1.265102231
-34	12300	4970	34	2.975225967
-35	10800	5190	35	2.990824266
-36	13730	5190	36	2.273151611
-37	18910	5760	37	2.884910397
-38	17120	5790	38	0.994550921
-39	15220	6000	39	-0.363343334
-40	12370	6510	40	2.960779662
-41	14070	6700	41	1.814704147
-42	10840	6710	42	2.993774471
-43	13760	7880	43	-0.853445436
-44	12200	7900	44	1.989405239
-45	10890	7940	45	2.9823868
-46	10010	8540	46	2.915111318
-47	11580	8750	47	-2.886073259
-48	12870	8950	48	-2.911633773
-49	9720	9570	49	2.904985757
-50	11040	9730	50	2.116923252
-51	12900	10000	51	0.038250337
-52	11940	10120	52	-1.864866761
-53	9075	10490	53	1.030536446
-54	10557	10590	54	2.906256382
-55	8466	11210	55	2.931063229
-56	10100	11310	56	2.699562018
-57	12999	11400	57	2.92939873
-58	12185	11750	58	2.269750253
-59	13276	12080	59	2.932683397
-60	9873	12150	60	2.372355119
-61	11363	12260	61	2.152133062
-62	13809	12350	62	2.949066433
-63	7981	12380	63	-2.202219164
-64	12677	12510	64	2.930706785
-65	11941	12840	65	1.492514749
-66	10695	12960	66	0.387252958
-67	9070	12980	67	-2.982141522
-68	13874	13280	68	-0.446409594
-69	12769	13390	69	2.899728524
-70	9920	13660	70	-2.57005539
-71	11364	13740	71	-1.739738566
-72	12368	13980	72	-0.204837319
-73	11967	14140	73	1.805342056
-74	7356	14310	74	1.819088262
-75	13749	14350	75	-0.696547241
-76	11585	14430	76	-2.915254888
-77	5900	14500	77	-0.311380638
-78	8910	14580	78	2.899178482
-79	10947	14740	79	-2.723009976
-80	13177	14810	80	-1.53993967
-81	12013	14870	81	-2.576215389
-82	12467	14870	82	2.108795058
-83	11381	15180	83	-2.72837459
-84	9900	15900	84	-2.974187262
-85	12990	16150	85	-2.971334471
-86	13976	16210	86	-2.956644521
-87	11211	16520	87	-2.638683459
-88	15320	16960	88	-0.488282545
-89	8300	17250	89	-2.927037654
-90	12454	17280	90	2.883342569
-91	6760	17460	91	2.959495958
-92	14052	17630	92	0.272821423
-93	9727	17730	93	-0.145852793
-94	11725	18260	94	2.993734758
-95	17041	18510	95	-1.56029181
-96	13960	19250	96	2.641679619
-97	11940	19570	97	2.948335348
-98	9350	19610	98	-2.918490825
-99	7400	19900	99	0.371278876
-100	19020	20090	100	2.930723916
-101	17320	20620	101	-1.288634863
-102	12000	21000	102	2.919536896
-103	14443	21280	103	2.965044573
-104	9132	21920	104	2.83295499
-105	16920	22450	105	0.075922796
-106	16993	24310	106	-2.945116503
-107	19350	24610	107	-2.634515373
-108	15390	24910	108	2.43841624
-109	13920	26170	109	2.900288638
-110	12100	26900	110	0.321259975
-111	15300	27880	111	2.93119129
-112	13440	28270	112	2.974488056
-113	10300	29720	113	2.381307475
-114	12000	29750	114	2.995696104
-115	13680	29760	115	2.092652606
  1      50.000      50.000       0.000       0.000
  2     610.000      50.000       0.000       0.000
  3    1170.000      50.000       0.000       0.000
  4    1730.000      50.000       0.000       0.000
  5    2290.000      50.000       0.000       0.000
  6    2850.000      50.000       0.000       0.000
  7    3410.000      50.000       0.000       0.000
  8    3970.000      50.000       0.000       0.000
  9    4530.000      50.000       0.000       0.000
 10    5090.000      50.000       0.000       0.000
 11    5650.000      50.000       0.000       0.000
 12    6210.000      50.000       0.000       0.000
 13    6770.000      50.000       0.000       0.000
 14    7330.000      50.000       0.000       0.000
 15    7890.000      50.000       0.000       0.000
 16    8450.000      50.000       0.000       0.000
 17    9010.000      50.000       0.000      -0.778
 18    9570.000      50.000       0.000      -0.796
 19   10130.000      50.000       0.000       0.000
 20   10690.000      50.000       0.000      -0.759
 21   11250.000      50.000       0.000      -0.746
 22   11810.000      50.000       0.000      -0.677
 23   12370.000      50.000       0.000      -0.366
 24   12930.000      50.000       0.000      -0.782
 25   13490.000      50.000       0.000      -1.093
 26   14050.000      50.000       0.000      -1.343
 27   14610.000      50.000       0.000      -2.153
 28   15170.000      50.000       0.000      -2.218
 29   15730.000      50.000       0.000      -2.459
 30   16290.000      50.000       0.000      -2.215
 31   16850.000      50.000       0.000      -1.741
 32   17410.000      50.000       0.000      -1.604
 33   17970.000      50.000       0.000      -0.061
 34   18530.000      50.000       0.000       0.283
 35   19090.000      50.000       0.000       0.814
 36   19650.000      50.000       0.000       2.156
 37   20210.000      50.000       0.000       2.276
 38   20770.000      50.000       0.000       2.893
 39   21330.000      50.000       0.000       2.890
 40   21890.000      50.000       0.000       2.889
 41   22450.000      50.000       0.000       0.000
 42      50.000     610.000       0.000       0.000
 43     610.000     610.000       0.000       0.000
 44    1170.000     610.000       0.000       0.000
 45    1730.000     610.000       0.000       0.000
 46    2290.000     610.000       0.000       0.000
 47    2850.000     610.000       0.000       0.000
 48    3410.000     610.000       0.000       0.000
 49    3970.000     610.000       0.000       0.000
 50    4530.000     610.000       0.000       0.000
 51    5090.000     610.000       0.000       0.000
 52    5650.000     610.000       0.000       0.000
 53    6210.000     610.000       0.000       0.000
 54    6770.000     610.000       0.000       0.000
 55    7330.000     610.000       0.000       0.000
 56    7890.000     610.000       0.000       0.000
 57    8450.000     610.000       0.000       0.000
 58    9010.000     610.000       0.000      -0.771
 59    9570.000     610.000       0.000      -0.804
 60   10130.000     610.000       0.000      -0.757
 61   10690.000     610.000       0.000      -0.851
 62   11250.000     610.000       0.000      -0.654
 63   11810.000     610.000       0.000      -0.587
 64   12370.000     610.000       0.000      -0.730
 65   12930.000     610.000       0.000      -0.759
 66   13490.000     610.000       0.000      -1.007
 67   14050.000     610.000       0.000      -1.313
 68   14610.000     610.000       0.000      -1.927
 69   15170.000     610.000       0.000      -2.311
 70   15730.000     610.000       0.000      -2.158
 71   16290.000     610.000       0.000      -2.186
 72   16850.000     610.000       0.000      -1.694
 73   17410.000     610.000       0.000      -1.368
 74   17970.000     610.000       0.000      -0.747
 75   18530.000     610.000       0.000       0.052
 76   19090.000     610.000       0.000       1.166
 77   19650.000     610.000       0.000       1.982
 78   20210.000     610.000       0.000       2.589
 79   20770.000     610.000       0.000       2.466
 80   21330.000     610.000       0.000       2.888
 81   21890.000     610.000       0.000       2.886
 82   22450.000     610.000       0.000       0.000
 83      50.000    1170.000       0.000       0.000
 84     610.000    1170.000       0.000       0.000
 85    1170.000    1170.000       0.000       0.000
 86    1730.000    1170.000       0.000       0.000
 87    2290.000    1170.000       0.000       0.000
 88    2850.000    1170.000       0.000       0.000
 89    3410.000    1170.000       0.000       0.000
 90    3970.000    1170.000       0.000       0.000
 91    4530.000    1170.000       0.000       0.000
 92    5090.000    1170.000       0.000       0.000
 93    5650.000    1170.000       0.000       0.000
 94    6210.000    1170.000       0.000       0.000
 95    6770.000    1170.000       0.000       0.000
 96    7330.000    1170.000       0.000       0.000
 97    7890.000    1170.000       0.000       0.000
 98    8450.000    1170.000       0.000       0.000
 99    9010.000    1170.000       0.000      -0.736
100    9570.000    1170.000       0.000      -0.394
101   10130.000    1170.000       0.000      -0.507
102   10690.000    1170.000       0.000      -0.678
103   11250.000    1170.000       0.000      -0.667
104   11810.000    1170.000       0.000      -0.502
105   12370.000    1170.000       0.000      -0.434
106   12930.000    1170.000       0.000      -0.353
107   13490.000    1170.000       0.000      -0.773
108   14050.000    1170.000       0.000      -1.686
109   14610.000    1170.000       0.000      -2.462
110   15170.000    1170.000       0.000      -2.743
111   15730.000    1170.000       0.000      -2.567
112   16290.000    1170.000       0.000      -2.190
113   16850.000    1170.000       0.000      -1.770
114   17410.000    1170.000       0.000      -1.249
115   17970.000    1170.000       0.000      -1.031
116   18530.000    1170.000       0.000      -0.588
117   19090.000    1170.000       0.000       0.733
118   19650.000    1170.000       0.000       2.057
119   20210.000    1170.000       0.000       2.763
120   20770.000    1170.000       0.000       2.778
121   21330.000    1170.000       0.000       2.881
122   21890.000    1170.000       0.000       2.880
123   22450.000    1170.000       0.000       0.000
124      50.000    1730.000       0.000       0.000
125     610.000    1730.000       0.000       0.000
126    1170.000    1730.000       0.000       0.000
127    1730.000    1730.000       0.000       0.000
128    2290.000    1730.000       0.000       0.000
129    2850.000    1730.000       0.000       0.000
130    3410.000    1730.000       0.000       0.000
131    3970.000    1730.000       0.000       0.000
132    4530.000    1730.000       0.000       0.000
133    5090.000    1730.000       0.000       0.000
134    5650.000    1730.000       0.000       0.000
135    6210.000    1730.000       0.000       0.000
136    6770.000    1730.000       0.000      -0.132
137    7330.000    1730.000       0.000       0.000
138    7890.000    1730.000       0.000       0.000
139    8450.000    1730.000       0.000       0.000
140    9010.000    1730.000       0.000      -0.383
141    9570.000    1730.000       0.000      -0.345
142   10130.000    1730.000       0.000      -0.315
143   10690.000    1730.000       0.000      -0.261
144   11250.000    1730.000       0.000      -0.241
145   11810.000    1730.000       0.000      -0.108
146   12370.000    1730.000       0.000      -0.030
147   12930.000    1730.000       0.000       0.177
148   13490.000    1730.000       0.000      -0.279
149   14050.000    1730.000       0.000      -1.194
150   14610.000    1730.000       0.000      -2.619
151   15170.000    1730.000       0.000      -2.183
152   15730.000    1730.000       0.000      -2.257
153   16290.000    1730.000       0.000      -2.437
154   16850.000    1730.000       0.000      -2.119
155   17410.000    1730.000       0.000      -1.710
156   17970.000    1730.000       0.000      -1.562
157   18530.000    1730.000       0.000      -1.075
158   19090.000    1730.000       0.000       0.519
159   19650.000    1730.000       0.000       1.964
160   20210.000    1730.000       0.000       2.843
161   20770.000    1730.000       0.000       2.905
162   21330.000    1730.000       0.000       2.874
163   21890.000    1730.000       0.000       2.877
164   22450.000    1730.000       0.000       2.871
165      50.000    2290.000       0.000       0.000
166     610.000    2290.000       0.000       0.000
167    1170.000    2290.000       0.000       0.000
168    1730.000    2290.000       0.000       0.000
169    2290.000    2290.000       0.000       0.000
170    2850.000    2290.000       0.000       0.000
171    3410.000    2290.000       0.000       0.000
172    3970.000    2290.000       0.000       0.000
173    4530.000    2290.000       0.000       0.000
174    5090.000    2290.000       0.000       0.000
175    5650.000    2290.000       0.000       0.000
176    6210.000    2290.000       0.000       0.000
177    6770.000    2290.000       0.000      -0.131
178    7330.000    2290.000       0.000       0.000
179    7890.000    2290.000       0.000       0.000
180    8450.000    2290.000       0.000      -0.235
181    9010.000    2290.000       0.000      -0.426
182    9570.000    2290.000       0.000      -0.195
183   10130.000    2290.000       0.000       0.010
184   10690.000    2290.000       0.000       0.287
185   11250.000    2290.000       0.000       0.350
186   11810.000    2290.000       0.000       0.612
187   12370.000    2290.000       0.000       0.855
188   12930.000    2290.000       0.000       1.169
189   13490.000    2290.000       0.000       0.779
190   14050.000    2290.000       0.000       0.271
191   14610.000    2290.000       0.000      -0.255
192   15170.000    2290.000       0.000      -0.759
193   15730.000    2290.000       0.000      -1.531
194   16290.000    2290.000       0.000      -2.274
195   16850.000    2290.000       0.000      -2.460
196   17410.000    2290.000       0.000      -2.045
197   17970.000    2290.000       0.000      -1.828
198   18530.000    2290.000       0.000      -1.172
199   19090.000    2290.000       0.000       0.078
200   19650.000    2290.000       0.000       1.805
201   20210.000    2290.000       0.000       2.814
202   20770.000    2290.000       0.000       2.973
203   21330.000    2290.000       0.000       2.749
204   21890.000    2290.000       0.000       2.287
205   22450.000    2290.000       0.000       2.871
206      50.000   28410.000       0.000       0.000
207     610.000   28410.000       0.000       0.000
208    1170.000   28410.000       0.000       0.000
209    1730.000   28410.000       0.000       0.000
210    2290.000   28410.000       0.000       0.000
211    2850.000   28410.000       0.000       0.000
212    3410.000   28410.000       0.000       0.000
213    3970.000   28410.000       0.000       0.000
214    4530.000   28410.000       0.000       0.000
215    5090.000   28410.000       0.000       0.000
216    5650.000   28410.000       0.000       0.000
217    6210.000   28410.000       0.000       0.000
218    6770.000   28410.000       0.000       0.000
219    7330.000   28410.000       0.000       0.000
220    7890.000   28410.000       0.000       0.000
221    8450.000   28410.000       0.000       0.758
222    9010.000   28410.000       0.000       0.498
223    9570.000   28410.000       0.000       0.360
224   10130.000   28410.000       0.000       0.764
225   10690.000   28410.000       0.000       1.175
226   11250.000   28410.000       0.000       1.663
227   11810.000   28410.000       0.000       1.885
228   12370.000   28410.000       0.000       2.289
229   12930.000   28410.000       0.000       2.598
230   13490.000   28410.000       0.000       2.818
231   14050.000   28410.000       0.000       2.735
232   14610.000   28410.000       0.000       2.816
233   15170.000   28410.000       0.000       2.813
234   15730.000   28410.000       0.000       2.783
235   16290.000   28410.000       0.000       0.000
236   16850.000   28410.000       0.000       0.000
237   17410.000   28410.000       0.000       0.000
238   17970.000   28410.000       0.000       0.000
239   18530.000   28410.000       0.000       0.000
240   19090.000   28410.000       0.000       0.000
241   19650.000   28410.000       0.000       0.000
242   20210.000   28410.000       0.000       0.000
243   20770.000   28410.000       0.000       0.000
244   21330.000   28410.000       0.000       0.000
245   21890.000   28410.000       0.000       0.000
246   22450.000   28410.000       0.000       0.000
247      50.000   28970.000       0.000       0.000
248     610.000   28970.000       0.000       0.000
249    1170.000   28970.000       0.000       0.000
250    1730.000   28970.000       0.000       0.000
251    2290.000   28970.000       0.000       0.000
252    2850.000   28970.000       0.000       0.000
253    3410.000   28970.000       0.000       0.000
254    3970.000   28970.000       0.000       0.000
255    4530.000   28970.000       0.000       0.000
256    5090.000   28970.000       0.000       0.000
257    5650.000   28970.000       0.000       0.000
258    6210.000   28970.000       0.000       0.000
259    6770.000   28970.000       0.000       0.000
260    7330.000   28970.000       0.000       0.000
261    7890.000   28970.000       0.000       0.000
262    8450.000   28970.000       0.000       0.904
263    9010.000   28970.000       0.000       0.847
264    9570.000   28970.000       0.000       0.961
265   10130.000   28970.000       0.000       1.409
266   10690.000   28970.000       0.000       1.814
267   11250.000   28970.000       0.000       2.119
268   11810.000   28970.000       0.000       2.318
269   12370.000   28970.000       0.000       2.585
270   12930.000   28970.000       0.000       2.593
271   13490.000   28970.000       0.000       2.548
272   14050.000   28970.000       0.000       2.609
273   14610.000   28970.000       0.000       2.643
274   15170.000   28970.000       0.000       2.702
275   15730.000   28970.000       0.000       2.728
276   16290.000   28970.000       0.000       0.000
277   16850.000   28970.000       0.000       0.000
278   17410.000   28970.000       0.000       0.000
279   17970.000   28970.000       0.000       0.000
280   18530.000   28970.000       0.000       0.000
281   19090.000   28970.000       0.000       0.000
282   19650.000   28970.000       0.000       0.000
283   20210.000   28970.000       0.000       0.000
284   20770.000   28970.000       0.000       0.000
285   21330.000   28970.000       0.000       0.000
286   21890.000   28970.000       0.000       0.000
287   22450.000   28970.000       0.000       0.000
288      50.000   29530.000       0.000       0.000
289     610.000   29530.000       0.000       0.000
290    1170.000   29530.000       0.000       0.000
291    1730.000   29530.000       0.000       0.000
292    2290.000   29530.000       0.000       0.000
293    2850.000   29530.000       0.000       0.000
294    3410.000   29530.000       0.000       0.000
295    3970.000   29530.000       0.000       0.000
296    4530.000   29530.000       0.000       0.000
297    5090.000   29530.000       0.000       0.000
298    5650.000   29530.000       0.000       0.000
299    6210.000   29530.000       0.000       0.000
300    6770.000   29530.000       0.000       0.000
301    7330.000   29530.000       0.000       0.000
302    7890.000   29530.000       0.000       1.106
303    8450.000   29530.000       0.000       1.084
304    9010.000   29530.000       0.000       1.187
