WIPP extra data points
3
X
Y
Zero
50	50	0
610	50	0
1170	50	0
1730	50	0
2290	50	0
2850	50	0
3410	50	0
3970	50	0
4530	50	0
5090	50	0
5650	50	0
6210	50	0
6770	50	0
7330	50	0
7890	50	0
8450	50	0
9010	50	0
9570	50	0
10130	50	0
10690	50	0
11250	50	0
11810	50	0
12370	50	0
12930	50	0
13490	50	0
14050	50	0
14610	50	0
15170	50	0
15730	50	0
16290	50	0
16850	50	0
17410	50	0
17970	50	0
18530	50	0
19090	50	0
19650	50	0
20210	50	0
20770	50	0
21330	50	0
21890	50	0
22450	50	0
50	610	0
610	610	0
1170	610	0
1730	610	0
2290	610	0
2850	610	0
3410	610	0
3970	610	0
4530	610	0
5090	610	0
5650	610	0
6210	610	0
6770	610	0
7330	610	0
7890	610	0
8450	610	0
9010	610	0
9570	610	0
10130	610	0
10690	610	0
11250	610	0
11810	610	0
12370	610	0
12930	610	0
13490	610	0
14050	610	0
14610	610	0
15170	610	0
15730	610	0
16290	610	0
16850	610	0
17410	610	0
17970	610	0
18530	610	0
19090	610	0
19650	610	0
20210	610	0
20770	610	0
21330	610	0
21890	610	0
22450	610	0
50	1170	0
610	1170	0
1170	1170	0
1730	1170	0
2290	1170	0
2850	1170	0
3410	1170	0
3970	1170	0
4530	1170	0
5090	1170	0
5650	1170	0
6210	1170	0
6770	1170	0
7330	1170	0
7890	1170	0
8450	1170	0
9010	1170	0
9570	1170	0
10130	1170	0
10690	1170	0
11250	1170	0
11810	1170	0
12370	1170	0
12930	1170	0
13490	1170	0
14050	1170	0
14610	1170	0
15170	1170	0
15730	1170	0
16290	1170	0
16850	1170	0
17410	1170	0
17970	1170	0
18530	1170	0
19090	1170	0
19650	1170	0
20210	1170	0
20770	1170	0
21330	1170	0
21890	1170	0
22450	1170	0
50	1730	0
610	1730	0
1170	1730	0
1730	1730	0
2290	1730	0
2850	1730	0
3410	1730	0
3970	1730	0
4530	1730	0
5090	1730	0
5650	1730	0
6210	1730	0
6770	1730	0
7330	1730	0
7890	1730	0
8450	1730	0
9010	1730	0
9570	1730	0
10130	1730	0
10690	1730	0
11250	1730	0
11810	1730	0
12370	1730	0
12930	1730	0
13490	1730	0
14050	1730	0
14610	1730	0
15170	1730	0
15730	1730	0
16290	1730	0
16850	1730	0
17410	1730	0
17970	1730	0
18530	1730	0
19090	1730	0
19650	1730	0
20210	1730	0
20770	1730	0
21330	1730	0
21890	1730	0
22450	1730	0
50	2290	0
610	2290	0
1170	2290	0
1730	2290	0
2290	2290	0
2850	2290	0
3410	2290	0
3970	2290	0
4530	2290	0
5090	2290	0
5650	2290	0
6210	2290	0
6770	2290	0
7330	2290	0
7890	2290	0
8450	2290	0
9010	2290	0
9570	2290	0
10130	2290	0
10690	2290	0
11250	2290	0
11810	2290	0
12370	2290	0
12930	2290	0
13490	2290	0
14050	2290	0
14610	2290	0
15170	2290	0
15730	2290	0
16290	2290	0
16850	2290	0
17410	2290	0
17970	2290	0
18530	2290	0
19090	2290	0
19650	2290	0
20210	2290	0
20770	2290	0
21330	2290	0
21890	2290	0
22450	2290	0
50	28410	0
610	28410	0
1170	28410	0
1730	28410	0
2290	28410	0
2850	28410	0
3410	28410	0
3970	28410	0
4530	28410	0
5090	28410	0
5650	28410	0
6210	28410	0
6770	28410	0
7330	28410	0
7890	28410	0
8450	28410	0
9010	28410	0
9570	28410	0
10130	28410	0
10690	28410	0
11250	28410	0
11810	28410	0
12370	28410	0
12930	28410	0
13490	28410	0
14050	28410	0
14610	28410	0
15170	28410	0
15730	28410	0
16290	28410	0
16850	28410	0
17410	28410	0
17970	28410	0
18530	28410	0
19090	28410	0
19650	28410	0
20210	28410	0
20770	28410	0
21330	28410	0
21890	28410	0
22450	28410	0
50	28970	0
610	28970	0
1170	28970	0
1730	28970	0
2290	28970	0
2850	28970	0
3410	28970	0
3970	28970	0
4530	28970	0
5090	28970	0
5650	28970	0
6210	28970	0
6770	28970	0
7330	28970	0
7890	28970	0
8450	28970	0
9010	28970	0
9570	28970	0
10130	28970	0
10690	28970	0
11250	28970	0
11810	28970	0
12370	28970	0
12930	28970	0
13490	28970	0
14050	28970	0
14610	28970	0
15170	28970	0
15730	28970	0
16290	28970	0
16850	28970	0
17410	28970	0
17970	28970	0
18530	28970	0
19090	28970	0
19650	28970	0
20210	28970	0
20770	28970	0
21330	28970	0
21890	28970	0
22450	28970	0
50	29530	0
610	29530	0
1170	29530	0
1730	29530	0
2290	29530	0
2850	29530	0
3410	29530	0
3970	29530	0
4530	29530	0
5090	29530	0
5650	29530	0
6210	29530	0
6770	29530	0
7330	29530	0
7890	29530	0
8450	29530	0
9010	29530	0
9570	29530	0
10130	29530	0
10690	29530	0
11250	29530	0
11810	29530	0
12370	29530	0
12930	29530	0
13490	29530	0
