1
1	33	30     1     	930     1

1
2	44      43     1  	930     1

1
3	43      42     1   	930     1

1
4	30      27     1  	930     1

1
5	12      55     1   	  0     2

1
6	20      15     1  	  0     2

1
7	52      52     1 	  0     2

53					
1	25	20	1	930	1
2	27	20	1	930	1
3	29	20	1	930	1
4	31	20	1	930	1
5	33	20	1	930	1
6	35	20	1	930	1
7	37	20	1	930	1
8	25	22	1	930	1
9	27	22	1	930	1
10	29	22	1	930	1
11	31	22	1	930	1
12	33	22	1	930	1
13	35	22	1	930	1
14	37	22	1	930	1
15	25	24	1	930	1
16	27	24	1	930	1
17	29	24	1	930	1
18	31	24	1	930	1
19	33	24	1	930	1
20	35	24	1	930	1
21	37	24	1	930	1
22	25	26	1	930	1
23	27	26	1	930	1
24	29	26	1	930	1
25	31	26	1	930	1
26	33	26	1	930	1
27	35	26	1	930	1
28	37	26	1	930	1
29	25	28	1	930	1
30	27	28	1	930	1
31	29	28	1	930	1
32	31	28	1	930	1
33	33	28	1	930	1
34	35	28	1	930	1
35	37	28	1	930	1
36	25	30	1	930	1
37	27	30	1	930	1
38	29	30	1	930	1
39	31	30	1	930	1
40	33	30	1	930	1
41	35	30	1	930	1
42	37	30	1	930	1
43	25	32	1	930	1
44	27	32	1	930	1
45	29	32	1	930	1
46	31	32	1	930	1
47	33	32	1	930	1
48	35	32	1	930	1
49	37	32	1	930	1
50	25	34	1	930	1
51	27	34	1	930	1
52	29	34	1	930	1
53	31	34	1	930	1
				
53					
1	25	20	1	930	1
2	27	20	1	930	1
3	29	20	1	930	1
4	31	20	1	930	1
5	33	20	1	930	1
6	35	20	1	930	1
7	37	20	1	930	1
8	25	22	1	930	1
9	27	22	1	930	1
10	29	22	1	930	1
11	31	22	1	930	1
12	33	22	1	930	1
13	35	22	1	930	1
14	37	22	1	930	1
15	25	24	1	930	1
16	27	24	1	930	1
17	29	24	1	930	1
18	31	24	1	930	1
19	33	24	1	930	1
20	35	24	1	930	1
21	37	24	1	930	1
22	25	26	1	930	1
23	27	26	1	930	1
24	29	26	1	930	1
25	31	26	1	930	1
26	33	26	1	930	1
27	35	26	1	930	1
28	37	26	1	930	1
29	25	28	1	930	1
30	27	28	1	930	1
31	29	28	1	930	1
32	31	28	1	930	1
33	33	28	1	930	1
34	35	28	1	930	1
35	37	28	1	930	1
