Williams Field, all data after filtering
11
X
Y
ph1
ph2
CEC
OM
P(experimental data)
K
Ca
Mg
Sam. Set
621.10	1450.79	6.9	7.0	13.2	2.5	34.0	308.0	4059.0	574.0	1.0
622.37	1550.51	6.2	6.8	13.9	3.6	43.0	252.0	3663.0	534.0	1.0
622.38	1445.90	6.6	7.0	15.1	2.5	36.0	352.0	4257.0	663.0	1.0
623.55	630.07	6.8	7.0	16.6	3.4	26.0	392.0	4950.0	732.0	1.0
624.14	631.85	6.7	7.0	15.4	3.4	41.0	400.0	4455.0	673.0	1.0
624.15	1547.73	6.5	7.0	17.3	3.8	68.0	292.0	5148.0	564.0	1.0
624.16	1448.57	6.6	7.0	15.1	2.4	33.0	328.0	4356.0	613.0	1.0
624.49	1551.17	6.3	7.0	14.4	3.5	54.0	264.0	3861.0	574.0	1.0
624.50	1447.68	6.7	7.0	16.9	2.5	42.0	380.0	4950.0	732.0	1.0
625.08	1545.95	6.6	7.0	15.1	3.8	59.0	252.0	4554.0	524.0	1.0
625.67	630.07	6.6	7.0	15.6	3.0	34.0	376.0	4356.0	712.0	1.0
626.26	632.85	6.7	7.0	16.3	3.0	35.0	432.0	4752.0	683.0	1.0
626.28	1447.68	6.7	7.0	14.3	2.8	24.0	380.0	4158.0	623.0	1.0
627.53	627.63	6.6	7.0	16.3	3.2	32.0	400.0	4554.0	742.0	1.0
628.13	1555.73	6.0	6.6	15.1	3.5	59.0	188.0	3960.0	475.0	1.0
628.14	1444.68	6.6	7.0	16.7	2.6	23.0	288.0	4851.0	693.0	1.0
630.24	637.08	7.0	7.0	17.8	3.4	32.0	308.0	5742.0	732.0	1.0
632.04	1454.13	6.7	7.0	14.0	3.4	56.0	264.0	4257.0	534.0	1.0
633.30	1536.83	6.4	7.0	15.8	3.5	46.0	260.0	4554.0	524.0	1.0
636.60	618.51	6.4	7.0	16.7	3.0	34.0	372.0	4554.0	683.0	1.0
638.48	1437.68	6.1	6.9	17.2	3.0	39.0	272.0	4455.0	623.0	1.0
806.31	1562.73	6.5	7.0	17.1	3.4	40.0	348.0	4752.0	732.0	1.0
807.58	855.62	6.3	7.0	14.8	3.4	42.0	308.0	3960.0	574.0	1.0
810.33	1259.48	6.4	7.0	19.8	3.6	36.0	336.0	5445.0	801.0	1.0
810.36	955.12	6.2	7.0	14.9	3.0	23.0	296.0	3762.0	663.0	1.0
813.35	1544.73	6.6	7.0	19.3	3.4	26.0	232.0	5742.0	752.0	1.0
815.21	838.84	6.1	6.7	16.5	3.5	26.0	292.0	4158.0	653.0	1.0
816.06	1555.06	6.3	6.9	18.0	3.5	27.0	300.0	4851.0	712.0	1.0
816.10	1241.47	6.1	6.7	17.5	3.5	32.0	300.0	4455.0	673.0	1.0
817.32	938.00	6.4	7.0	13.5	2.8	54.0	468.0	3663.0	504.0	1.0
817.92	848.62	6.3	7.0	17.4	3.4	50.0	372.0	4851.0	564.0	1.0
818.55	1251.59	6.2	6.8	18.1	3.6	40.0	344.0	4752.0	693.0	1.0
819.11	1552.95	6.2	6.8	17.9	3.6	32.0	304.0	4752.0	663.0	1.0
819.11	1550.84	6.7	7.0	18.4	3.5	50.0	276.0	5544.0	742.0	1.0
819.77	946.89	5.8	6.6	15.5	2.8	51.0	372.0	3564.0	574.0	1.0
819.78	844.62	5.9	6.5	16.4	3.5	68.0	400.0	3960.0	574.0	1.0
819.78	842.17	6.2	6.8	16.1	3.5	37.0	336.0	4158.0	643.0	1.0
820.30	1551.51	6.3	6.9	17.5	3.6	34.0	312.0	4752.0	663.0	1.0
820.89	1554.17	6.2	6.7	21.1	3.8	28.0	224.0	5643.0	801.0	1.0
820.93	1249.14	6.1	6.7	16.3	3.6	38.0	360.0	4158.0	603.0	1.0
820.93	1246.70	6.1	6.8	16.4	3.4	28.0	228.0	4257.0	603.0	1.0
820.97	842.17	5.9	6.6	16.8	3.2	59.0	328.0	4059.0	603.0	1.0
822.15	943.78	5.9	6.7	14.9	2.7	59.0	312.0	3465.0	623.0	1.0
822.15	941.33	5.8	6.5	15.6	3.2	47.0	324.0	3564.0	613.0	1.0
822.42	1549.06	6.3	7.0	20.2	3.5	38.0	272.0	5643.0	693.0	1.0
822.45	1247.92	6.1	6.7	17.5	3.6	33.0	276.0	4554.0	633.0	1.0
822.50	846.18	6.1	6.8	17.4	3.2	57.0	368.0	4455.0	643.0	1.0
822.50	842.17	5.7	6.3	15.4	3.6	47.0	324.0	3465.0	554.0	1.0
823.08	943.22	5.9	6.7	16.5	2.8	38.0	320.0	3861.0	673.0	1.0
823.64	1250.03	6.2	6.8	15.3	3.6	30.0	360.0	3960.0	603.0	1.0
824.88	1558.51	6.2	6.8	18.5	3.6	41.0	288.0	4950.0	673.0	1.0
824.91	1245.14	6.0	6.7	15.1	3.2	35.0	268.0	3762.0	564.0	1.0
824.94	944.78	5.7	6.4	16.6	3.2	56.0	372.0	3663.0	643.0	1.0
826.13	941.33	5.9	6.7	14.7	3.0	93.0	428.0	3465.0	544.0	1.0
827.92	851.62	6.2	6.8	14.8	3.5	29.0	300.0	3861.0	574.0	1.0
829.44	950.22	6.4	7.0	15.5	3.2	56.0	408.0	4158.0	653.0	1.0
829.49	1253.03	5.8	6.5	15.4	3.2	40.0	256.0	3663.0	534.0	1.0
831.24	1539.83	6.2	6.8	17.5	3.6	47.0	372.0	4554.0	673.0	1.0
833.77	832.72	5.9	6.5	15.4	3.6	72.0	340.0	3762.0	524.0	1.0
835.20	931.88	6.7	7.0	16.4	2.8	19.0	300.0	4356.0	999.0	1.0
835.85	1235.02	6.6	7.0	15.6	3.2	34.0	324.0	4356.0	722.0	1.0
909.40	746.24	6.6	7.0	13.8	2.8	120.0	532.0	4059.0	445.0	1.0
909.49	37.24	6.0	6.8	14.1	3.0	54.0	276.0	3663.0	415.0	1.0
914.58	726.67	6.5	7.0	14.1	3.2	50.0	380.0	4059.0	495.0	1.0
915.26	18.01	5.8	6.5	15.0	3.2	46.0	396.0	3663.0	425.0	1.0
917.63	736.46	6.7	7.0	15.6	3.4	72.0	396.0	4851.0	495.0	1.0
918.31	27.46	5.9	6.5	14.8	3.5	47.0	368.0	3663.0	455.0	1.0
919.16	731.23	6.4	7.0	15.9	3.2	57.0	464.0	4455.0	544.0	1.0
919.84	21.68	6.6	7.0	17.0	3.2	70.0	400.0	5148.0	554.0	1.0
920.43	25.01	6.6	7.0	17.0	3.4	64.0	396.0	5148.0	544.0	1.0
920.94	733.12	6.5	7.0	14.9	2.8	59.0	424.0	4356.0	475.0	1.0
921.61	731.23	6.8	7.0	13.4	2.7	85.0	592.0	4059.0	465.0	1.0
922.80	733.68	6.7	7.0	14.6	3.0	80.0	464.0	4455.0	475.0	1.0
922.80	729.79	6.5	7.0	16.9	3.2	57.0	436.0	4950.0	554.0	1.0
922.80	25.01	6.2	7.0	17.5	3.0	68.0	400.0	4752.0	564.0	1.0
922.80	22.57	6.4	7.0	16.0	3.5	57.0	340.0	4653.0	485.0	1.0
924.67	20.12	6.1	6.8	14.6	3.2	50.0	244.0	3861.0	475.0	1.0
927.97	30.79	5.7	6.3	16.0	3.5	45.0	324.0	3762.0	495.0	1.0
928.57	737.68	6.4	7.0	13.8	3.3	72.0	536.0	3861.0	435.0	1.0
931.96	719.34	6.5	7.0	13.2	3.0	30.0	348.0	3762.0	495.0	1.0
935.01	11.56	6.5	7.0	16.2	3.4	47.0	328.0	4851.0	495.0	1.0
1008.52	643.08	7.3	7.0	18.9	3.2	96.0	316.0	6039.0	821.0	1.0
1010.60	341.16	6.6	7.0	17.8	3.4	80.0	432.0	5148.0	712.0	1.0
1011.88	238.33	7.7	7.0	16.3	2.8	111.0	620.0	5049.0	702.0	1.0
1015.48	624.18	6.6	7.0	24.2	3.6	53.0	296.0	7425.0	801.0	1.0
1017.65	218.44	7.4	7.0	15.0	2.8	103.0	616.0	4455.0	732.0	1.0
1018.23	322.15	6.8	7.0	21.3	3.6	100.0	348.0	6633.0	821.0	1.0
1018.27	633.63	7.1	7.0	22.5	3.8	90.0	380.0	7425.0	841.0	1.0
