  0.0723   0.8974   0.0538   0.0342   0.0674   0.0723   5.6447   0.8974
  0.1251   0.1857   0.0215   0.0049   0.0010   0.1251   5.6371   0.1857
  0.0078   0.0137   0.0557   0.0068   0.0029   0.0078   6.5656   0.0137
  0.0665   0.2561   0.0440   0.0762   0.1163   0.0665   7.5971   0.2561
  0.2239   0.2639   0.0479   0.0518   0.0088   0.2239   6.1360   0.2639
  0.5630   0.0039   0.0098   0.7664   0.3236   0.5630  15.7968   0.0039
  0.6413   0.2542   0.2776   0.0293   0.0303   0.6413   8.1194   0.2542
  0.7087   0.0440   0.0196   0.0166   0.0020   0.7087   5.2992   0.0440
  0.1261   0.3187   0.0430   0.0020   0.1593   0.1261   7.2330   0.3187
  0.0196   0.6637   0.0010   0.0264   0.0010   0.0196   5.5866   0.6637
  0.8768   0.2698   0.0108   0.0010   0.0127   0.8768   4.1171   0.2698
  0.1730   0.8035   0.0215   0.0147   0.0059   0.1730   4.4570   0.8035
  0.0108   0.5122   0.0117   0.0313   0.0645   0.0108   6.9525   0.5122
  0.6256   0.2639   0.0274   0.0049   0.0186   0.6256   5.6434   0.2639
  0.2590   0.0196   0.0303   0.0000   0.0029   0.2590   5.8500   0.0196
  0.0010   0.0303   0.0577   0.0371   0.0049   0.0010   6.8575   0.0303
  0.3910   0.0059   0.0088   0.0020   0.0049   0.3910   5.9458   0.0059
  0.1261   0.0254   0.0186   0.0020   0.0459   0.1261   6.3237   0.0254
  0.7038   0.3118   0.0088   0.0029   0.0274   0.7038   5.0321   0.3118
  0.3294   0.7713   0.0743   0.0098   0.0059   0.3294   5.0536   0.7713
  0.7087   0.0381   0.0117   0.0010   0.0068   0.7087   5.1423   0.0381
  0.0352   0.2962   0.0117   0.0068   0.0068   0.0352   5.7843   0.2962
  0.7077   0.1466   0.0108   0.0029   0.0010   0.7077   4.8665   0.1466
  0.0782   0.0841   0.0117   0.0068   0.0068   0.0782   5.9541   0.0841
  0.0049   0.8504   0.0039   0.0078   0.0342   0.0049   4.7185   0.8504
  0.2043   0.8729   0.0215   0.0000   0.0049   0.2043   4.1559   0.8729
  0.0557   0.2542   0.0020   0.0381   0.0068   0.0557   5.9119   0.2542
  0.0244   0.2698   0.0547   0.0342   0.0020   0.0244   6.3663   0.2698
  0.0518   0.3744   0.0088   0.0049   0.0029   0.0518   5.8403   0.3744
  0.0596   0.1877   0.0381   0.0323   0.0020   0.0596   6.1879   0.1877
  0.8573   0.8045   0.0000   0.0029   0.0068   0.8573   2.8157   0.8045
  0.7595   0.7546   0.0000   0.0010   0.0029   0.7595   3.3815   0.7546
  0.9775   0.2561   0.0068   0.0068   0.0029   0.9775   4.5400   0.2561
  0.8866   0.4653   0.0645   0.0049   0.0010   0.8866   4.9450   0.4653
  0.6794   0.7761   0.0215   0.0059   0.0020   0.6794   4.0611   0.7761
  0.7615   0.1711   0.0078   0.0068   0.0049   0.7615   4.4790   0.1711
  0.6735   0.7077   0.0655   0.0010   0.0323   0.6735   5.1969   0.7077
  0.6549   0.2600   0.0020   0.0020   0.0029   0.6549   5.0532   0.2600
  0.7615   0.8172   0.0059   0.0166   0.0068   0.7615   3.2840   0.8172
  0.7429   0.7644   0.0117   0.0010   0.2512   0.7429   5.7702   0.7644
  0.7380   0.7703   0.0059   0.0117   0.0010   0.7380   3.5608   0.7703
  0.1496   0.1369   0.0411   0.0313   0.0068   0.1496   6.1471   0.1369
  0.0088   0.0919   0.0059   0.0000   0.0010   0.0088   5.8902   0.0919
  0.9384   0.5445   0.0626   0.0010   0.0029   0.9384   5.0981   0.5445
  0.9932   0.2102   0.0098   0.1261   0.0029   0.9932   5.7892   0.2102
  0.9228   0.7644   0.0117   0.0068   0.0068   0.9228   3.3189   0.7644
  0.8328   0.1935   0.0098   0.0010   0.0020   0.8328   4.0678   0.1935
  0.1017   0.0850   0.0078   0.0068   0.0029   0.1017   5.8274   0.0850
  0.2727   0.2620   0.2522   0.0010   0.2571   0.2727   9.7470   0.2620
  0.3754   0.6696   0.0020   0.0000   0.0010   0.3754   5.1078   0.6696
  0.1681   0.5083   0.0000   0.0000   0.0068   0.1681   5.7238   0.5083
  0.0078   0.7019   0.0049   0.0078   0.0010   0.0078   5.1844   0.7019
  0.1300   0.1153   0.0020   0.5161   0.0010   0.1300  10.2018   0.1153
  0.1574   0.1867   0.0029   0.0000   0.0078   0.1574   5.4125   0.1867
  0.3275   0.5367   0.0020   0.0059   0.0000   0.3275   5.6931   0.5367
  0.1505   0.0596   0.1281   0.0010   0.0010   0.1505   6.7793   0.0596
  0.2522   0.2962   0.0020   0.0020   0.0010   0.2522   5.2194   0.2962
  0.0156   0.5064   0.0166   0.0039   0.0049   0.0156   6.2099   0.5064
  0.1535   0.9658   0.0108   0.0010   0.0010   0.1535   4.5368   0.9658
  0.1613   0.8035   0.0078   0.2512   0.0010   0.1613   6.4423   0.8035
  0.6383   0.7038   0.0020   0.0000   0.0000   0.6383   4.6026   0.7038
  0.8319   0.2786   0.0078   0.0655   0.0029   0.8319   4.6065   0.2786
  0.5670   0.6530   0.0235   0.0000   0.0000   0.5670   5.5329   0.6530
  0.1476   0.3021   0.0440   0.1271   0.0049   0.1476   6.9009   0.3021
  0.1740   0.5044   0.0078   0.0059   0.3128   0.1740   8.5904   0.5044
  0.1017   0.3587   0.0010   0.0000   0.0010   0.1017   5.5591   0.3587
  0.0547   0.5200   0.0117   0.0635   0.2551   0.0547   8.8826   0.5200
  0.6608   0.5230   0.0029   0.0020   0.0029   0.6608   5.4339   0.5230
  0.0948   0.2092   0.0176   0.0000   0.0010   0.0948   5.5966   0.2092
  0.9883   0.1134   0.0010   0.0029   0.0010   0.9883   4.7339   0.1134
  0.6774   0.2004   0.0010   0.0010   0.0010   0.6774   4.8897   0.2004
  0.6305   0.3030   0.0020   0.0098   0.0010   0.6305   5.3063   0.3030
  0.6500   0.2414   0.0039   0.0029   0.0000   0.6500   5.0876   0.2414
  0.7067   0.1867   0.0000   0.0000   0.0029   0.7067   4.6889   0.1867
  0.5406   0.8338   0.0020   0.0010   0.0010   0.5406   4.3285   0.8338
  0.0078   0.7400   0.0059   0.0156   0.2512   0.0078   7.2346   0.7400
  0.0293   0.8876   0.0166   0.0039   0.0010   0.0293   4.4946   0.8876
  0.5396   0.2102   0.0020   0.0000   0.0010   0.5396   5.5863   0.2102
  0.1515   0.2151   0.0010   0.0039   0.0029   0.1515   5.3608   0.2151
  0.8456   0.6540   0.0029   0.0000   0.0000   0.8456   3.7651   0.6540
  0.2199   0.0215   0.0000   0.0010   0.0010   0.2199   5.5790   0.0215
  0.0274   0.5122   0.2815   0.0039   0.0010   0.0274   8.5400   0.5122
  0.3470   0.1838   0.0010   0.0000   0.0626   0.3470   5.9043   0.1838
  0.4389   0.6784   0.0020   0.5034   0.0068   0.4389   9.7860   0.6784
  0.6931   0.2776   0.0000   0.0020   0.0098   0.6931   4.8251   0.2776
  0.2981   0.2698   0.0000   0.0000   0.0010   0.2981   5.1917   0.2698
  0.3470   0.1163   0.0029   0.0020   0.0010   0.3470   5.5306   0.1163
  0.1026   0.1290   0.0313   0.0020   0.2561   0.1026   8.1669   0.1290
  0.5044   0.1300   0.0010   0.0029   0.0323   0.5044   6.0727   0.1300
  0.7908   0.1711   0.0020   0.0000   0.0029   0.7908   4.1830   0.1711
  0.7243   0.4555   0.0029   0.0010   0.0000   0.7243   4.8968   0.4555
  0.0479   0.8416   0.0000   0.0020   0.0000   0.0479   4.2681   0.8416
  0.0176   0.0127   0.0078   0.0000   0.0010   0.0176   6.0445   0.0127
  0.6921   0.3431   0.0029   0.0000   0.0000   0.6921   4.8586   0.3431
  0.0323   0.0606   0.0010   0.0078   0.0029   0.0323   5.9703   0.0606
  0.8876   0.1867   0.0010   0.0000   0.0000   0.8876   3.9771   0.1867
  0.0088   0.5826   0.0059   0.0000   0.0029   0.0088   5.9018   0.5826
  0.3529   0.6383   0.0029   0.0000   0.0020   0.3529   5.2860   0.6383
  0.8905   0.8622   0.0010   0.0029   0.0020   0.8905   2.7053   0.8622
  0.7517   0.2805   0.0010   0.0010   0.0000   0.7517   4.3114   0.2805
  0.3519   0.6403   0.0000   0.0010   0.0000   0.3519   5.2355   0.6403
  0.2414   0.7468   0.0010   0.0020   0.0000   0.2414   4.3422   0.7468
  0.6403   0.7625   0.0029   0.0010   0.0020   0.6403   4.2091   0.7625
  0.1887   0.1056   0.0029   0.0020   0.0049   0.1887   5.5206   0.1056
  0.5953   0.2581   0.0000   0.0000   0.0010   0.5953   5.3582   0.2581
  0.6598   0.8583   0.0010   0.0010   0.0010   0.6598   3.7161   0.8583
  0.2766   0.5513   0.0235   0.0020   0.0029   0.2766   5.7744   0.5513
  0.6481   0.2053   0.0020   0.0000   0.0029   0.6481   5.1116   0.2053
  0.6657   0.8270   0.0029   0.0029   0.0020   0.6657   3.7583   0.8270
  0.8680   0.3861   0.0039   0.5015   0.0352   0.8680   8.9732   0.3861
  0.6246   0.9599   0.0029   0.0313   0.0000   0.6246   4.6104   0.9599
  0.6031   0.8954   0.0010   0.0088   0.0020   0.6031   4.2005   0.8954
  0.5083   0.0274   0.0000   0.0000   0.0020   0.5083   5.9817   0.0274
  0.5679   0.8661   0.0010   0.0000   0.0010   0.5679   4.2139   0.8661
  0.1261   0.8798   0.0010   0.0000   0.0381   0.1261   4.4322   0.8798
  0.0323   0.5601   0.0010   0.0000   0.0049   0.0323   5.9233   0.5601
  0.5044   0.5152   0.0010   0.0000   0.0020   0.5044   6.0207   0.5152
  0.1085   0.6452   0.0029   0.0000   0.0020   0.1085   5.3276   0.6452
  0.7859   0.7576   0.0010   0.0039   0.0010   0.7859   3.2280   0.7576
  0.5953   0.0626   0.0000   0.0000   0.0010   0.5953   5.6870   0.0626
  0.0626   0.0508   0.0000   0.0000   0.0020   0.0626   5.8460   0.0508
  0.8152   0.5474   0.0000   0.0020   0.0010   0.8152   4.3540   0.5474
  0.0802   0.0352   0.0098   0.0332   0.0186   0.0802   6.3725   0.0352
  0.2023   0.0528   0.0010   0.0000   0.0020   0.2023   5.5551   0.0528
  0.5953   0.0596   0.0000   0.0000   0.0020   0.5953   5.7017   0.0596
  0.0596   0.1554   0.0039   0.0000   0.0010   0.0596   5.6426   0.1554
  0.7185   0.0225   0.0020   0.0010   0.0029   0.7185   4.9701   0.0225
  0.5601   0.2678   0.0010   0.0010   0.0010   0.5601   5.5160   0.2678
  0.5670   0.2356   0.0000   0.0000   0.0010   0.5670   5.4764   0.2356
  0.2346   0.1867   0.0020   0.0010   0.0010   0.2346   5.2424   0.1867
  0.1290   0.0430   0.0117   0.0000   0.0000   0.1290   5.7956   0.0430
  0.6774   0.8807   0.0000   0.0000   0.0088   0.6774   3.6582   0.8807
  0.6598   0.5142   0.0029   0.0010   0.0010   0.6598   5.4221   0.5142
  0.2346   0.0665   0.0313   0.0010   0.0010   0.2346   5.7709   0.0665
  0.9707   0.1466   0.0020   0.0020   0.0000   0.9707   4.5090   0.1466
  0.0225   0.8661   0.0078   0.0020   0.0000   0.0225   4.3695   0.8661
  0.6530   0.8807   0.0000   0.0000   0.0010   0.6530   3.7648   0.8807
  0.0205   0.1466   0.0020   0.0010   0.0000   0.0205   5.7113   0.1466
  0.2131   0.1867   0.0000   0.0010   0.0000   0.2131   5.2326   0.1867
  0.8211   0.2160   0.0000   0.0000   0.0010   0.8211   3.9629   0.2160
  0.6647   0.9453   0.0000   0.0000   0.0010   0.6647   3.9447   0.9453
  0.8299   0.5132   0.0000   0.0010   0.0049   0.8299   4.3894   0.5132
  0.0264   0.4497   0.0029   0.0000   0.0020   0.0264   5.9614   0.4497
  0.0244   0.9453   0.0000   0.1251   0.0000   0.0244   5.6845   0.9453
  0.1095   0.5464   0.0010   0.0059   0.0010   0.1095   5.8154   0.5464
  0.7419   0.7419   0.0010   0.0000   0.0029   0.7419   3.5848   0.7419
  0.6325   0.8280   0.0010   0.7566   0.0029   0.6325  10.7577   0.8280
  0.2669   0.9062   0.1329   0.0000   0.0010   0.2669   5.1748   0.9062
  0.0020   0.0587   0.0000   0.0000   0.0010   0.0020   5.9174   0.0587
  0.5132   0.0821   0.0000   0.0010   0.0010   0.5132   5.8741   0.0821
  0.0811   0.7556   0.0039   0.0000   0.0010   0.0811   4.5892   0.7556
  0.2669   0.3803   0.0010   0.0039   0.0010   0.2669   5.4119   0.3803
  0.3587   0.7312   0.0000   0.0020   0.0010   0.3587   4.6039   0.7312
  0.6403   0.0098   0.0000   0.0020   0.0000   0.6403   5.5243   0.0098
  0.2268   0.1075   0.0000   0.0000   0.0010   0.2268   5.3919   0.1075
  0.1095   0.5758   0.0020   0.0010   0.0039   0.1095   5.7175   0.5758
  0.8807   0.7791   0.0010   0.0059   0.0010   0.8807   2.9368   0.7791
  0.7947   0.3275   0.0049   0.0000   0.0029   0.7947   4.1874   0.3275
  0.9951   0.6686   0.0010   0.0010   0.0000   0.9951   4.2957   0.6686
  0.2815   0.0117   0.0088   0.0000   0.0000   0.2815   5.6526   0.0117
  0.5611   0.2317   0.0020   0.0000   0.0010   0.5611   5.5147   0.2317
  0.0626   0.1134   0.0049   0.0000   0.0010   0.0626   5.7426   0.1134
  0.6540   0.8817   0.0029   0.0000   0.0020   0.6540   3.7948   0.8817
  0.7742   0.3402   0.0049   0.0000   0.0000   0.7742   4.2945   0.3402
  0.0225   0.7341   0.0000   0.0049   0.0020   0.0225   4.8644   0.7341
  0.7155   0.9110   0.0010   0.0000   0.0020   0.7155   3.4043   0.9110
  0.2551   0.0293   0.0020   0.0039   0.0010   0.2551   5.5977   0.0293
  0.7400   0.5455   0.0020   0.0029   0.0010   0.7400   4.7919   0.5455
  0.5562   0.9687   0.0117   0.2512   0.0010   0.5562   7.0489   0.9687
  0.5318   0.5044   0.0528   0.0313   0.0020   0.5318   6.7501   0.5044
  0.1808   0.3099   0.0020   0.0000   0.0010   0.1808   5.2885   0.3099
  0.5963   0.8739   0.0029   0.0000   0.0000   0.5963   4.1126   0.8739
  0.1906   0.2385   0.0000   0.2561   0.0000   0.1906   7.5042   0.2385
  0.5484   0.8123   0.0000   0.0010   0.0010   0.5484   4.3528   0.8123
  0.7820   0.1056   0.0088   0.0020   0.0010   0.7820   4.4371   0.1056
  0.0469   0.2786   0.0371   0.0313   0.0000   0.0469   6.1328   0.2786
  0.0440   0.6598   0.0000   0.0000   0.0029   0.0440   5.3474   0.6598
  0.1114   0.1701   0.0000   0.0000   0.0029   0.1114   5.4782   0.1701
  0.1672   0.8504   0.0010   0.2835   0.0176   0.1672   6.6943   0.8504
  0.0010   0.1926   0.0313   0.0000   0.0352   0.0010   6.2178   0.1926
  0.8954   0.8162   0.0010   0.0049   0.0010   0.8954   2.7978   0.8162
  0.0323   0.5621   0.0010   0.0000   0.0000   0.0323   5.8734   0.5621
  0.3441   0.7087   0.0039   0.0000   0.0010   0.3441   4.7525   0.7087
  0.0938   0.4839   0.0000   0.0313   0.0029   0.0938   6.1359   0.4839
  0.0010   0.1290   0.0137   0.0029   0.0000   0.0010   5.8985   0.1290
  0.7302   0.6461   0.0000   0.0029   0.0000   0.7302   4.3627   0.6461
  0.1916   0.7009   0.0029   0.0068   0.0000   0.1916   4.7871   0.7009
  0.7713   0.7605   0.0000   0.0020   0.0020   0.7713   3.2721   0.7605
  0.1114   0.0606   0.0010   0.0000   0.0029   0.1114   5.7337   0.0606
  0.7468   0.3324   0.0000   0.0000   0.0000   0.7468   4.4057   0.3324
  0.3157   0.1369   0.0010   0.0000   0.0010   0.3157   5.3814   0.1369
  0.0000   0.2962   0.0029   0.0000   0.0000   0.0000   5.6286   0.2962
  0.0694   0.3275   0.0010   0.0020   0.0000   0.0694   5.5692   0.3275
  0.7468   0.8954   0.0000   0.0020   0.0010   0.7468   3.1256   0.8954
  0.8397   0.3803   0.0000   0.0010   0.0000   0.8397   4.1134   0.3803
  0.1505   0.7478   0.0156   0.0000   0.0000   0.1505   4.5759   0.7478
  0.0196   0.0039   0.0020   0.0000   0.0010   0.0196   5.9992   0.0039
  0.0254   0.6608   0.0244   0.0313   0.0000   0.0254   5.8457   0.6608
  0.5797   0.3402   0.0010   0.0000   0.0010   0.5797   5.5435   0.3402
  0.0635   0.0440   0.0010   0.0000   0.0010   0.0635   5.8565   0.0440
  0.6569   0.6295   0.0039   0.0010   0.0000   0.6569   5.0339   0.6295
  0.5474   0.0147   0.0020   0.2502   0.0000   0.5474   8.1994   0.0147
  0.3412   0.1730   0.0000   0.0000   0.0000   0.3412   5.3382   0.1730
  0.8915   0.1134   0.0020   0.0000   0.0010   0.8915   4.1612   0.1134
  0.1975   0.6618   0.0000   0.0010   0.0010   0.1975   4.9996   0.6618
  0.3333   0.8886   0.5005   0.0000   0.0010   0.3333   8.5204   0.8886
  0.0362   0.6383   0.0020   0.0010   0.0000   0.0362   5.5083   0.6383
  0.0039   0.8280   0.0020   0.0020   0.0029   0.0039   4.4027   0.8280
  0.7146   0.7761   0.0010   0.0176   0.0029   0.7146   3.7250   0.7761
  0.9892   0.3343   0.1261   0.0000   0.0000   0.9892   5.7143   0.3343
  0.0948   0.0391   0.0010   0.0000   0.0010   0.0948   5.7957   0.0391
  0.5474   0.7634   0.0020   0.0039   0.0039   0.5474   4.6671   0.7634
  0.2053   0.1466   0.0000   0.0010   0.0313   0.2053   5.6026   0.1466
  0.6461   0.3324   0.0029   0.0000   0.0000   0.6461   5.1691   0.3324
  0.0147   0.6696   0.0010   0.0049   0.0010   0.0147   5.3568   0.6696
  0.0723   0.2972   0.0020   0.0020   0.0010   0.0723   5.5296   0.2972
  0.8270   0.9765   0.0010   0.0127   0.0000   0.8270   3.2800   0.9765
  0.6725   0.1144   0.0000   0.0000   0.0000   0.6725   5.0752   0.1144
  0.8983   0.7234   0.0010   0.0176   0.0059   0.8983   3.4949   0.7234
  0.7937   0.0293   0.0049   0.0000   0.0020   0.7937   4.4914   0.0293
  0.0850   0.6393   0.0029   0.5015   0.0029   0.0850   9.9436   0.6393
  0.6862   0.8700   0.0010   0.0029   0.0010   0.6862   3.5435   0.8700
  0.7410   0.8886   0.0010   0.0000   0.0010   0.7410   3.1398   0.8886
  0.8182   0.7644   0.0029   0.0000   0.0029   0.8182   3.0516   0.7644
  0.7243   0.8514   0.0010   0.2502   0.0010   0.7243   5.4803   0.8514
  0.3734   0.6461   0.0020   0.0176   0.0000   0.3734   5.4184   0.6461
  0.2121   0.5611   0.0000   0.0000   0.0010   0.2121   5.5132   0.5611
  0.1838   0.2600   0.0000   0.0000   0.0000   0.1838   5.2091   0.2600
  0.0665   0.0430   0.0029   0.0000   0.0010   0.0665   5.8698   0.0430
  0.8397   0.6393   0.0010   0.0010   0.0029   0.8397   3.8899   0.6393
  0.0430   0.6383   0.0000   0.0000   0.0000   0.0430   5.4702   0.6383
  0.5210   0.7634   0.0000   0.0000   0.0010   0.5210   4.6315   0.7634
  0.3842   0.7527   0.0010   0.0039   0.0010   0.3842   4.5475   0.7527
  0.0616   0.0528   0.0342   0.0000   0.0010   0.0616   6.1434   0.0528
  0.7507   0.0596   0.0088   0.0000   0.0000   0.7507   4.7025   0.0596
  0.1417   0.1232   0.0000   0.0078   0.0010   0.1417   5.5635   0.1232
  0.0557   0.8827   0.0010   0.0000   0.0000   0.0557   4.2536   0.8827
  0.3314   0.0450   0.0010   0.0010   0.0000   0.3314   5.6167   0.0450
  0.2933   0.6852   0.0000   0.0000   0.0000   0.2933   4.7940   0.6852
  0.2669   0.1701   0.0010   0.0039   0.0000   0.2669   5.2806   0.1701
  0.2463   0.4653   0.0010   0.0000   0.0078   0.2463   5.6281   0.4653
  0.0000   0.0215   0.0049   0.0000   0.0010   0.0000   6.0270   0.0215
  0.3372   0.6872   0.0020   0.0000   0.0010   0.3372   4.8823   0.6872
  0.7449   0.3656   0.0313   0.0626   0.0010   0.7449   5.3517   0.3656
  0.6745   0.9198   0.0000   0.0020   0.0010   0.6745   3.7517   0.9198
  0.1838   0.7273   0.0000   0.0000   0.0000   0.1838   4.5144   0.7273
  0.0430   0.2102   0.0020   0.0000   0.0020   0.0430   5.5723   0.2102
  0.6051   0.0303   0.0020   0.0010   0.0010   0.6051   5.7231   0.0303
  0.7195   0.0440   0.0000   0.0010   0.0313   0.7195   5.1658   0.0440
  0.9032   0.6061   0.0039   0.0049   0.0039   0.9032   4.2185   0.6061
  0.5054   0.3255   0.0020   0.0010   0.0010   0.5054   5.6851   0.3255
  0.0205   0.0293   0.0029   0.0000   0.0000   0.0205   5.9646   0.0293
  0.6618   0.0215   0.0000   0.0000   0.0029   0.6618   5.3693   0.0215
  0.7429   0.2102   0.0626   0.0000   0.0010   0.7429   4.9369   0.2102
  0.8866   0.7527   0.0000   0.0029   0.0000   0.8866   3.0644   0.7527
  0.3460   0.0381   0.0000   0.0000   0.0000   0.3460   5.6438   0.0381
  0.2366   0.1085   0.0000   0.0000   0.0010   0.2366   5.3841   0.1085
  0.2610   0.6804   0.0068   0.0088   0.0000   0.2610   4.9474   0.6804
  0.8328   0.0147   0.0000   0.0000   0.0000   0.8328   4.3176   0.0147
  0.6041   0.1105   0.0000   0.0000   0.0000   0.6041   5.5260   0.1105
  0.5288   0.2229   0.0010   0.0000   0.0068   0.5288   5.6358   0.2229
  0.7713   0.6246   0.0029   0.0000   0.0000   0.7713   4.2285   0.6246
  0.3216   0.9756   0.0010   0.0000   0.0000   0.3216   4.4534   0.9756
  0.2669   0.0459   0.0010   0.2502   0.0000   0.2669   7.7725   0.0459
  0.7341   0.8954   0.0108   0.0000   0.0010   0.7341   3.2937   0.8954
  0.8299   0.8143   0.0000   0.0000   0.0010   0.8299   2.7340   0.8143
  0.6266   0.8309   0.0010   0.0166   0.0010   0.6266   4.1101   0.8309
  0.6100   0.1613   0.0000   0.0010   0.0323   0.6100   5.6774   0.1613
  0.0665   0.0117   0.0020   0.0000   0.0010   0.0665   5.9079   0.0117
  0.5953   0.8886   0.0108   0.0000   0.0039   0.5953   4.2481   0.8886
  0.7507   0.6295   0.0039   0.0205   0.0000   0.7507   4.5211   0.6295
  0.3509   0.3216   0.0029   0.0000   0.0000   0.3509   5.3763   0.3216
  0.7654   0.6315   0.0029   0.0000   0.0000   0.7654   4.2214   0.6315
  0.0371   0.8260   0.0000   0.0010   0.0635   0.0371   4.8807   0.8260
  0.7742   0.2786   0.0000   0.0000   0.0029   0.7742   4.1792   0.2786
  0.2952   0.1212   0.0020   0.0000   0.0000   0.2952   5.3871   0.1212
  0.0137   0.3216   0.0029   0.0000   0.0000   0.0137   5.6539   0.3216
  0.6500   0.2043   0.0010   0.0010   0.0000   0.6500   5.0731   0.2043
  0.0313   0.1222   0.0000   0.0010   0.0000   0.0313   5.7346   0.1222
  0.1730   0.9756   0.0000   0.0020   0.0186   0.1730   4.6407   0.9756
  0.0538   0.6579   0.0010   0.0020   0.0010   0.0538   5.3520   0.6579
  0.7859   0.2639   0.0029   0.0000   0.0000   0.7859   4.1072   0.2639
  0.2737   0.0039   0.0010   0.0000   0.5064   0.2737  10.1424   0.0039
  0.6784   0.1163   0.0000   0.0000   0.0010   0.6784   5.0358   0.1163
  0.0156   0.0538   0.0020   0.0020   0.0000   0.0156   5.9374   0.0538
  0.0469   0.8055   0.0020   0.0010   0.0000   0.0469   4.3761   0.8055
  0.1183   0.1173   0.0010   0.0000   0.0000   0.1183   5.5622   0.1173
  0.0635   0.7977   0.0029   0.0000   0.0000   0.0635   4.3764   0.7977
  0.0469   0.1202   0.0000   0.0010   0.0000   0.0469   5.7127   0.1202
  0.6364   0.2454   0.0000   0.0000   0.0010   0.6364   5.1254   0.2454
